@relation hw3_train

@attribute STATE {AL,CA,FL,MO,MN,TX,OR,MI,IL,AR,OK,GA,IN,CO,MS,LA,TN,WA,WI,MA,AZ,UT,KY,PA,KS,IA,NC,NM,SC,NV,ID,WY,NY,AK,ND,HI,MT,NE,SD,OH,CT,AP,VA,AE,AA,WV,MD,VI,ME,NH,NJ,GU,VT,RI}
@attribute DOMAIN {T2,' ',S1,U2,R2,U1,C1,T3,S2,C2,U4,R3,C3,S3,T1,U3,R1}
@attribute AGE numeric
@attribute HOMEOWNR {H,' ',U}
@attribute NUMCHLD numeric
@attribute INCOME {1,2,3,4,5,6,7}
@attribute GENDER {F,M,' ',J,U,C,A}
@attribute WEALTH1 {0,1,2,3,4,5,6,7,8,9}
@attribute HIT numeric
@attribute MBCRAFT numeric
@attribute MBGARDEN numeric
@attribute MBBOOKS numeric
@attribute MBCOLECT numeric
@attribute MAGFAML numeric
@attribute MAGFEM numeric
@attribute MAGMALE numeric
@attribute PUBGARDN numeric
@attribute PUBCULIN numeric
@attribute PUBHLTH numeric
@attribute PUBDOITY numeric
@attribute PUBNEWFN numeric
@attribute PUBPHOTO numeric
@attribute PUBOPP numeric
@attribute MAJOR {' ',X}
@attribute PEPSTRFL {X,' '}
@attribute NUMPRM12 numeric
@attribute NGIFTALL numeric
@attribute TARGET_B {0,1}

@data
NV,S2,66,H,1,4,F,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',15,7,0
KY,R2,68,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,14,0
TX,C3,78,U,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,4,0
MS,T2,?,U,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
CA,U2,58,H,1,6,F,7,6,1,0,1,0,0,0,0,0,0,2,1,0,0,0,' ',X,12,11,0
TX,R2,72,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,8,0
CA,S2,80,H,?,2,M,4,21,0,0,4,0,1,1,1,1,0,4,1,0,0,0,' ',' ',14,7,0
GA,S2,32,H,?,7,M,6,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,' ',' ',14,7,0
HI,S1,68,' ',?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
FL,' ',?,U,?,1,F,5,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,5,21,1
FL,C1,58,H,?,3,M,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',10,3,0
KY,R3,35,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,8,0
CA,U4,?,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,2,0
GA,T2,55,H,?,3,M,5,9,1,0,3,0,0,0,1,0,0,0,0,0,0,0,' ',X,11,22,1
TX,T2,51,U,?,2,F,6,7,0,0,2,0,0,0,0,0,1,1,0,0,0,0,' ',' ',12,2,0
CA,T2,76,H,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
HI,S2,?,H,?,4,U,2,9,0,0,0,0,1,0,0,0,0,0,0,3,0,0,' ',' ',16,9,0
GA,T1,?,H,?,5,U,8,9,0,0,3,0,0,0,0,1,1,2,1,0,0,0,' ',' ',15,9,0
FL,T2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,4,0
MI,S3,42,H,2,3,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,6,0
TX,U4,43,H,2,1,M,2,18,1,0,3,0,3,0,0,0,0,0,2,0,0,1,' ',' ',13,4,0
TN,R3,82,H,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,9,0
TN,U1,60,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',6,9,0
IL,T1,53,H,?,7,F,9,5,0,0,2,0,0,0,0,0,0,3,0,0,0,0,' ',X,13,12,1
CA,U2,73,H,?,5,F,5,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,' ',' ',12,14,0
WI,U1,96,H,?,2,F,9,12,0,0,1,2,2,0,0,0,0,0,1,0,0,0,' ',' ',8,1,1
TN,S3,?,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
FL,U3,85,H,?,1,F,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,11,19,0
IL,S2,69,U,?,6,M,5,7,0,0,1,0,1,0,0,0,0,3,0,0,0,0,' ',X,13,26,0
TX,S3,72,H,1,1,M,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,8,0
CO,R2,?,U,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,8,14,1
OR,C3,39,U,?,4,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,5,0
TX,S2,51,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',15,4,1
AZ,R3,83,U,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,13,0
MS,T2,38,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',16,2,1
FL,S3,?,H,2,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
CA,R1,58,U,?,2,M,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,16,0
IA,S2,62,H,?,4,F,7,13,0,0,0,0,2,0,1,0,0,0,0,0,0,0,' ',' ',12,3,1
CA,S1,55,H,?,5,M,8,33,0,0,3,0,3,2,1,0,1,0,1,0,0,3,' ',X,12,32,0
TX,U4,?,H,?,2,U,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
AK,R2,?,U,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',33,5,0
AL,T1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,5,1
NM,T1,72,H,?,1,F,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',X,14,9,0
MI,C2,58,H,1,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,2,0
CA,C3,65,H,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,11,0
NV,C3,90,H,?,1,F,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,' ',X,12,12,0
OR,R2,46,H,?,3,F,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',X,8,6,0
MS,C1,93,H,?,6,M,9,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,' ',' ',18,5,0
IN,C3,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,23,0
TX,T2,74,U,?,5,M,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,7,0
MN,S1,49,U,?,6,F,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,' ',' ',13,2,0
NV,R2,70,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,3,0
WA,S2,56,H,?,5,M,4,22,2,0,5,0,2,1,0,0,1,0,0,0,0,0,' ',X,13,9,0
GA,R3,?,U,?,3,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',14,2,0
WA,C1,?,U,?,7,F,5,12,0,0,3,0,2,0,0,0,0,4,0,0,0,0,' ',X,19,51,0
MO,U3,36,H,?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,2,0
MN,R2,83,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,8,0
CA,C2,83,H,?,1,F,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',' ',12,4,1
FL,U2,80,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,15,0
WA,S2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',6,1,0
CA,U1,46,H,?,6,M,9,8,0,1,1,0,1,0,0,0,0,0,1,0,0,0,' ',' ',14,7,1
FL,C2,?,H,?,3,F,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,3,0
WA,C2,84,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,11,1
TN,R2,?,U,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,8,0
CO,S2,91,U,?,4,F,2,19,0,0,3,1,1,1,0,0,0,5,0,1,0,0,' ',' ',14,12,0
NC,C1,71,H,?,6,F,9,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,' ',' ',13,5,0
UT,U3,47,H,1,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,16,0
IL,S1,59,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,5,0
AZ,C2,90,H,?,2,F,3,20,0,0,0,1,1,0,0,2,0,0,0,1,0,1,' ',X,13,31,0
GA,T2,69,H,?,7,M,7,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,' ',X,14,11,1
AZ,T1,75,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,9,1
OR,T2,74,H,?,4,F,5,22,0,0,6,0,0,0,0,0,1,5,0,2,0,0,' ',' ',13,2,0
MI,S1,?,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
GA,R2,69,H,?,1,M,3,29,1,0,6,0,4,0,0,1,3,5,1,0,0,0,' ',' ',13,11,0
AR,T3,?,U,?,1,U,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,5,0
WI,T2,52,H,1,6,F,8,8,0,0,1,0,1,0,0,0,0,2,0,0,0,0,' ',' ',12,3,0
IL,T2,46,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,9,1
MN,T3,?,U,?,3,F,1,16,0,0,5,0,1,1,0,2,2,3,1,0,0,0,' ',' ',11,2,0
NC,T2,63,U,?,5,F,3,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,14,1
CA,' ',45,' ',?,5,J,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,2,0
FL,S2,73,H,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,1,0
CA,C2,52,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,14,1
IL,S1,57,H,?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,10,0
IA,C1,95,H,?,5,F,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',X,7,7,0
MN,R2,49,H,3,3,M,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',15,7,0
TX,S1,51,H,1,6,F,9,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,' ',' ',9,2,0
FL,R2,69,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,3,0
IL,S1,69,H,?,7,M,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',10,2,0
NE,U3,86,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,5,0
KY,R2,71,U,?,3,F,5,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,11,18,1
CA,U1,52,H,1,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,10,0
WI,S2,75,H,?,2,M,6,24,0,0,2,0,3,0,0,0,0,3,0,0,0,0,' ',' ',12,5,0
CO,R1,42,H,?,1,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,3,0
IN,S3,82,H,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,4,0
CA,C1,80,H,?,6,M,6,15,0,0,6,0,0,0,0,0,1,4,0,0,0,0,' ',X,14,26,1
CA,S1,54,H,?,5,M,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,15,9,0
MO,C1,72,H,?,5,M,9,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,' ',' ',8,1,0
LA,R2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,2,0
AZ,T3,?,H,?,5,M,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',13,4,0
MO,R3,83,H,?,3,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,30,25,0
WA,R2,75,H,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,5,0
WI,R2,58,U,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,10,4,0
CA,U3,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,3,1
CA,S1,?,H,2,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,17,1
CA,S1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,3,0
FL,S2,54,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,2,0
AR,R3,77,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',9,9,0
CA,S1,98,H,?,7,U,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,15,0
TN,R3,?,U,?,6,F,2,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,22,0
IN,C3,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,31,18,0
MI,R3,67,U,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,13,0
LA,R3,?,H,?,7,U,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,4,0
NC,C1,74,U,?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,48,35,0
AR,C1,?,U,?,3,M,7,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',17,8,0
CA,C1,?,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,24,0
AL,S1,76,U,?,4,F,8,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,3,0
TX,U2,74,H,?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,2,0
IL,S1,74,H,?,6,F,9,7,0,0,1,0,1,0,0,0,0,2,0,1,0,0,' ',X,13,7,1
IL,R2,48,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
UT,R2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',7,1,0
FL,S2,88,H,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,7,0
GA,S1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,8,16,0
NE,C2,88,H,?,1,M,0,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,' ',' ',13,5,0
CA,S1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,2,0
MO,T2,90,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,23,0
MS,R3,72,H,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,3,0
NC,S1,?,H,?,1,F,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,' ',X,11,51,0
CA,S1,72,H,?,6,M,8,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,' ',' ',9,6,0
NC,R2,?,U,?,2,F,2,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,5,0
FL,R3,78,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,5,1
IN,T2,78,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,1,0
MN,R2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,23,20,0
OR,C1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,2,0
MI,T2,83,H,?,1,M,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,' ',' ',13,11,0
WA,R2,44,H,?,5,F,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',12,1,0
TN,R2,35,H,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,34,1
GA,S3,27,U,?,4,F,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,4,0
NC,C2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,9,0
CA,U1,50,H,1,5,M,7,16,1,0,3,0,0,0,2,0,0,3,0,0,0,0,' ',' ',10,1,1
IA,S1,65,H,?,6,M,9,9,1,0,2,0,3,0,0,0,0,0,0,2,0,0,' ',X,12,7,0
LA,T2,42,U,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,6,0
FL,U3,?,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,4,0
MS,T3,47,H,1,3,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,10,0
UT,T2,59,H,?,7,F,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,1,0
CO,S1,65,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,7,0
TX,T2,63,U,?,7,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,10,1
SC,R3,48,H,1,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,2,0
IL,C2,90,H,?,5,F,7,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,' ',X,13,21,0
IL,S1,63,U,?,1,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,17,1
TX,S1,?,U,?,5,M,9,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,8,0
TX,R2,56,H,?,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
KS,S1,82,U,?,5,F,8,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,32,0
OK,S2,48,H,1,5,M,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,8,0
CA,U4,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,6,0
NC,' ',?,U,?,5,U,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,29,0
TX,R3,91,U,?,1,M,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',14,8,1
CA,U3,?,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,25,31,0
CA,S1,72,H,?,6,F,9,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,' ',' ',8,1,0
CA,R2,42,H,1,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,6,0
NV,S2,46,H,?,4,F,8,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,' ',' ',11,2,0
CA,' ',69,H,?,6,M,8,11,0,0,1,0,2,0,0,0,0,0,0,0,0,2,' ',' ',30,5,0
TX,R2,68,U,?,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
IN,T2,45,H,?,4,M,5,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,' ',X,12,18,0
FL,C2,?,U,?,4,F,8,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
CA,U1,61,H,?,7,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,8,0
WI,T1,48,H,?,6,M,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,32,9,1
FL,C1,80,H,?,4,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,19,13,0
MI,T2,50,H,?,5,M,6,10,0,0,3,0,0,0,0,2,0,0,3,1,0,0,' ',' ',13,9,0
MN,U2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,17,0
CA,C2,?,U,1,2,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,10,0
OR,U3,?,U,?,1,F,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,' ',X,7,15,0
CA,C1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,4,16,0
MI,U2,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,3,0
IL,T1,34,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,8,0
IN,T2,64,H,?,7,M,7,10,0,0,3,0,0,0,0,0,1,3,0,0,0,0,' ',X,6,20,0
NM,C3,66,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,28,0
IN,S2,?,H,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',15,6,1
IN,T2,?,H,1,5,U,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,17,1
KS,R2,?,H,?,1,F,7,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,' ',X,12,43,0
CA,S2,50,H,1,6,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,14,16,0
NV,' ',?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,1,0
NM,S1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,15,5,1
ID,R2,44,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,25,12,0
MI,S1,58,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
NE,T2,53,H,?,6,M,5,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',25,6,0
IN,R2,82,H,?,3,F,3,9,0,0,3,0,0,0,0,0,0,3,0,0,0,2,' ',' ',13,10,0
AR,T2,82,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,7,1
FL,R2,60,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
CA,T1,54,H,?,6,M,5,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',8,1,0
TN,S2,36,H,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,2,0
MI,T2,65,U,?,3,F,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,3,0
FL,S1,84,H,2,3,F,8,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,' ',' ',14,11,1
IL,C3,74,H,?,2,F,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,' ',' ',13,2,0
CA,U3,73,H,?,4,F,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,1,0
IN,R2,70,U,?,1,M,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,13,31,0
WI,U1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,1,0
IN,C3,66,H,?,5,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',13,4,0
TX,S3,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',17,5,0
NM,R2,50,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,9,0
CO,C1,95,H,?,3,F,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,10,1
IA,C1,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,1,0
CA,U3,38,H,2,3,M,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,' ',X,13,15,0
WA,S2,28,H,?,2,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',14,7,0
CA,S1,70,H,?,7,F,9,6,0,0,2,0,1,0,0,0,1,0,0,0,0,0,' ',X,12,14,0
CA,S1,73,H,?,6,F,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,12,16,0
MI,C3,85,U,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,20,0
CA,S2,52,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,9,5,0
IL,T3,46,H,?,4,F,2,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,12,6,1
AL,T2,88,U,?,5,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,15,0
GA,T3,47,H,?,2,M,4,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',10,1,0
TX,U1,86,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,X,' ',16,14,0
NM,R2,65,' ',?,?,M,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,3,0
WA,S1,74,H,?,4,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,18,1
SC,T2,62,H,?,4,F,7,19,0,0,2,0,3,0,0,0,0,1,1,2,0,1,' ',X,13,13,0
MI,S1,47,' ',?,?,' ',?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,13,7,1
ND,C1,?,' ',?,4,M,8,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,16,25,1
FL,U3,?,' ',?,?,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',12,5,0
IN,S3,81,H,?,1,M,4,6,0,0,2,0,0,0,0,0,0,0,2,0,0,0,' ',X,12,19,0
CA,U2,32,H,?,4,J,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',X,17,13,1
IL,C1,?,H,?,7,F,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',' ',11,1,0
SD,R2,55,H,?,3,F,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,' ',' ',11,11,0
AZ,R2,69,H,?,4,M,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,' ',X,10,8,0
