@relation churn2_train

@attribute COLLEGE {zero,one}
@attribute INCOME numeric
@attribute OVERAGE numeric
@attribute LEFTOVER numeric
@attribute HOUSE numeric
@attribute HANDSET_PRICE numeric
@attribute OVER_15MINS_CALLS_PER_MONTH numeric
@attribute AVERAGE_CALL_DURATION numeric
@attribute REPORTED_SATISFACTION {very_unsat,unsat,very_sat,sat,avg}
@attribute REPORTED_USAGE_LEVEL {very_little,high,little,avg,very_high}
@attribute CONSIDERING_CHANGE_OF_PLAN {actively_looking_into_it,considering,no,perhaps,never_thought}
@attribute PROFITABILITY numeric
@attribute LEAVE {LEAVE,STAY}

@data
zero,85932,53,0,378097,255,4,8,unsat,little,actively_looking_into_it,3.01,LEAVE
zero,49209,82,0,286788,151,4,8,unsat,very_little,no,2.96,LEAVE
one,88594,0,6,166472,399,1,5,very_unsat,high,considering,4.26,LEAVE
zero,84326,0,0,487269,275,1,9,very_sat,high,actively_looking_into_it,3.83,LEAVE
one,22839,0,17,420046,216,0,4,very_sat,avg,actively_looking_into_it,4.78,STAY
one,85829,211,21,299305,331,28,4,unsat,very_high,considering,4.09,LEAVE
zero,79027,70,23,374307,394,3,5,unsat,very_high,considering,3.59,LEAVE
one,36246,54,27,168581,208,3,1,very_sat,very_high,no,5,LEAVE
zero,63313,244,33,877482,396,21,2,unsat,very_high,considering,5.04,LEAVE
one,72992,222,19,874115,285,22,4,unsat,little,considering,6.72,STAY
zero,135767,0,65,494904,635,0,1,very_sat,high,no,4.65,STAY
zero,35620,176,47,613206,197,4,2,unsat,little,considering,6.44,STAY
zero,41807,53,73,323251,179,5,2,very_unsat,little,no,6.77,STAY
one,48441,50,54,567202,707,3,1,very_unsat,very_high,considering,5,LEAVE
zero,59237,89,13,936769,314,29,2,unsat,avg,actively_looking_into_it,6.19,STAY
zero,44394,0,34,699962,205,1,2,avg,avg,actively_looking_into_it,4.47,LEAVE
zero,55650,204,20,766245,309,26,6,unsat,little,no,5.99,LEAVE
one,86314,51,18,215725,326,5,6,unsat,very_high,never_thought,5.98,STAY
zero,21298,0,0,534512,199,1,6,very_unsat,very_little,considering,3.3,LEAVE
zero,107038,91,0,234068,870,3,12,very_unsat,little,considering,3.19,LEAVE
zero,63743,122,53,536282,385,13,2,very_unsat,very_high,actively_looking_into_it,5.91,LEAVE
one,48952,59,17,172445,180,3,5,very_unsat,very_high,no,3.85,LEAVE
one,156935,0,67,155861,512,1,5,very_unsat,little,considering,4.5,LEAVE
zero,98932,0,23,196331,378,1,6,very_sat,very_high,considering,4.06,STAY
one,43868,0,73,350708,193,1,1,very_sat,very_high,perhaps,5.33,LEAVE
zero,29112,209,0,511248,240,1,12,very_unsat,little,never_thought,3.03,LEAVE
one,98985,0,83,174117,378,0,2,very_unsat,little,never_thought,6.24,STAY
one,76780,50,0,816407,353,5,10,very_unsat,little,considering,5.88,STAY
one,45273,180,7,340656,222,23,4,very_unsat,avg,considering,5.11,STAY
zero,116651,37,35,452113,534,3,2,very_unsat,little,considering,6.25,STAY
zero,49313,191,12,169842,233,20,6,unsat,little,never_thought,5.3,LEAVE
one,29376,0,16,774842,187,0,5,very_unsat,very_high,considering,5.12,LEAVE
zero,74247,156,12,808507,321,10,9,unsat,little,perhaps,4.46,STAY
one,63296,173,0,887557,399,11,11,very_sat,avg,no,7.97,STAY
one,56907,0,0,772260,365,0,12,sat,very_little,considering,5.6,STAY
one,124586,74,29,226916,781,5,2,very_sat,little,considering,4.83,LEAVE
one,33127,0,72,782155,192,27,15,unsat,little,considering,5.55,STAY
zero,72093,59,19,629922,253,5,6,avg,very_little,actively_looking_into_it,5.81,STAY
one,40217,191,20,632314,688,24,5,unsat,little,actively_looking_into_it,6.22,STAY
one,110484,189,20,623612,472,23,4,very_sat,little,actively_looking_into_it,3.13,LEAVE
one,147225,0,20,411001,626,1,4,very_sat,very_little,actively_looking_into_it,3.97,LEAVE
one,43393,75,0,634834,226,4,15,unsat,very_high,considering,7.8,STAY
zero,64577,231,0,694218,344,21,13,sat,high,considering,4.37,LEAVE
one,39083,39,0,223074,155,3,14,very_unsat,very_high,considering,4.08,LEAVE
one,99202,201,11,291846,385,11,1,very_unsat,little,considering,5,LEAVE
zero,33688,48,19,283767,223,0,5,unsat,very_high,considering,5.25,LEAVE
zero,33876,0,20,740730,224,0,5,unsat,very_high,actively_looking_into_it,7.72,STAY
one,122093,40,12,227697,425,5,4,very_sat,little,perhaps,3.57,LEAVE
one,114405,202,13,412802,188,27,6,very_sat,high,considering,2.49,LEAVE
zero,107085,0,13,308339,469,0,2,unsat,little,no,2.41,LEAVE
one,73375,229,16,223444,374,15,4,unsat,little,no,3.13,STAY
zero,86375,218,0,726311,370,21,14,sat,very_high,considering,6.22,LEAVE
one,49411,217,49,182398,133,26,1,very_sat,little,no,2.68,LEAVE
one,36163,61,9,692151,177,3,5,very_sat,very_little,no,4.29,LEAVE
zero,153641,198,0,985649,668,29,11,very_unsat,very_little,no,3.02,LEAVE
one,70260,174,76,282292,390,19,1,very_sat,very_high,actively_looking_into_it,3.06,LEAVE
one,42312,149,68,179946,230,23,2,unsat,little,actively_looking_into_it,4.12,LEAVE
one,95478,227,8,319132,255,3,6,unsat,very_little,no,3.68,LEAVE
zero,116577,258,0,272419,548,23,1,very_unsat,little,no,2.06,LEAVE
zero,25309,52,71,950533,197,4,2,very_unsat,very_little,considering,5.36,LEAVE
zero,100001,249,0,162358,328,0,14,sat,very_high,actively_looking_into_it,3.44,LEAVE
one,97088,188,0,553246,328,23,13,very_sat,very_high,considering,2.34,STAY
one,122098,283,0,454946,134,19,8,very_sat,very_high,considering,4.6,LEAVE
zero,24529,219,23,639302,162,27,6,very_sat,high,actively_looking_into_it,6.62,STAY
one,30071,0,0,184117,161,0,14,avg,little,never_thought,2.94,STAY
zero,20924,189,55,282014,133,22,2,very_unsat,very_high,no,4.13,STAY
zero,20943,176,13,671751,193,10,4,very_unsat,very_little,perhaps,5.48,LEAVE
one,49835,215,23,513721,246,22,4,very_unsat,little,actively_looking_into_it,5.82,STAY
one,37312,0,11,882184,140,0,4,very_unsat,very_little,considering,7.55,STAY
zero,92251,0,17,644700,340,0,4,unsat,very_little,considering,4.34,LEAVE
one,83153,0,11,672950,851,1,4,very_sat,high,actively_looking_into_it,8.75,STAY
zero,113127,0,0,756989,198,1,11,very_unsat,very_high,considering,4.45,LEAVE
zero,23181,139,0,177286,149,27,15,unsat,very_high,no,2.21,LEAVE
zero,143700,0,62,290019,542,1,1,very_unsat,little,no,5.43,LEAVE
one,35998,183,7,331665,331,10,6,very_unsat,very_little,perhaps,2.99,LEAVE
one,53296,0,41,574136,341,1,2,very_sat,little,actively_looking_into_it,6.82,STAY
zero,67954,144,14,315749,222,15,6,sat,very_high,considering,4.41,STAY
zero,144612,66,24,897774,699,4,5,unsat,little,never_thought,4.15,STAY
zero,94158,62,29,473036,827,4,5,very_unsat,very_high,never_thought,6.17,LEAVE
one,143512,0,69,845385,832,1,2,very_unsat,little,actively_looking_into_it,6.57,LEAVE
one,41326,180,0,489227,241,29,8,avg,little,considering,1.72,LEAVE
one,159103,244,12,842195,580,24,4,sat,very_little,considering,3.79,LEAVE
one,80568,239,77,417803,331,0,2,very_sat,little,considering,3.77,LEAVE
zero,32471,45,22,325768,144,5,5,very_sat,little,actively_looking_into_it,1.41,LEAVE
zero,110887,155,7,246978,576,0,4,avg,little,considering,4.18,LEAVE
one,74588,56,9,592649,327,5,4,unsat,very_little,actively_looking_into_it,2.68,LEAVE
one,132043,197,64,436220,245,4,2,very_unsat,little,considering,4.41,STAY
one,39870,160,55,195509,206,26,1,very_sat,little,no,3.19,LEAVE
zero,87277,194,56,822282,352,28,1,very_unsat,very_high,no,5.9,LEAVE
zero,33922,0,0,293123,136,1,13,very_unsat,little,perhaps,4.04,STAY
one,100217,175,53,411223,783,10,4,very_unsat,little,actively_looking_into_it,3.59,LEAVE
one,30855,182,13,979817,244,11,4,unsat,avg,no,7.17,STAY
zero,158169,167,0,642594,878,14,8,very_unsat,high,actively_looking_into_it,2.74,LEAVE
one,35716,51,16,244957,140,3,5,unsat,little,considering,5.35,STAY
one,43011,224,21,156557,218,22,5,very_unsat,little,never_thought,2.58,LEAVE
zero,43654,0,76,282376,149,1,2,very_unsat,very_high,considering,5.33,STAY
zero,95016,60,0,512317,303,4,14,unsat,little,actively_looking_into_it,3.78,LEAVE
zero,117304,55,12,191777,485,4,5,very_unsat,very_little,considering,2.85,LEAVE
one,82984,140,17,282502,315,3,6,very_unsat,very_little,no,3.04,LEAVE
zero,30437,0,10,715445,175,1,6,avg,very_high,no,5.21,LEAVE
one,59352,0,12,449246,381,3,5,sat,avg,considering,3.83,LEAVE
one,49729,220,82,500736,183,17,1,very_sat,little,perhaps,4.57,LEAVE
one,136529,0,9,941791,602,0,6,very_unsat,little,no,4,LEAVE
one,113732,37,0,597320,233,4,15,very_sat,very_high,actively_looking_into_it,4.24,LEAVE
zero,90026,178,0,873810,312,3,9,very_unsat,little,considering,7.27,STAY
zero,82628,59,0,367418,381,4,12,very_unsat,little,actively_looking_into_it,2.37,LEAVE
one,52905,213,0,499948,783,11,9,very_sat,very_high,never_thought,4.17,LEAVE
zero,123496,0,14,441045,604,0,5,very_sat,very_little,considering,3.73,STAY
zero,129465,78,5,182080,840,4,1,very_unsat,very_little,actively_looking_into_it,3.98,STAY
one,38703,0,20,247078,185,0,2,unsat,little,actively_looking_into_it,3.79,LEAVE
one,151947,0,9,795055,508,1,5,unsat,high,considering,3.97,STAY
zero,158924,74,12,919468,664,5,5,sat,very_high,considering,2.59,LEAVE
one,93928,63,58,896686,331,5,2,unsat,little,actively_looking_into_it,4.67,STAY
one,148725,197,18,336634,692,21,4,very_sat,high,considering,3.86,LEAVE
zero,121071,30,0,363709,431,4,11,unsat,little,perhaps,4.48,STAY
zero,71472,0,0,331456,380,12,8,unsat,little,considering,5.55,STAY
zero,159918,74,23,824320,631,5,4,unsat,very_high,considering,4.23,STAY
zero,89373,0,7,238476,351,0,6,very_sat,little,actively_looking_into_it,3.77,LEAVE
zero,62431,42,0,885000,307,3,12,very_sat,little,considering,6.09,STAY
zero,115802,0,0,345420,750,1,15,very_unsat,very_high,considering,3.13,STAY
one,44518,175,0,536526,161,5,5,very_unsat,little,no,4.95,STAY
one,119893,63,48,242915,671,3,2,very_sat,avg,no,5.26,LEAVE
zero,142893,0,0,939123,884,0,14,very_unsat,high,no,2.88,LEAVE
one,63431,52,37,286351,261,3,2,very_sat,little,perhaps,6.52,LEAVE
one,121924,56,0,545580,465,3,8,very_unsat,very_high,actively_looking_into_it,2.61,STAY
zero,64522,183,56,649657,332,23,2,very_sat,high,considering,7.79,STAY
zero,153183,0,86,485879,596,1,2,very_unsat,little,considering,6.38,LEAVE
zero,55636,0,23,262855,393,1,6,very_sat,little,no,3.44,LEAVE
one,95363,0,24,283498,329,0,5,very_unsat,little,never_thought,3.07,STAY
one,119903,182,49,398575,695,24,2,very_unsat,very_high,never_thought,1.98,LEAVE
zero,107426,184,0,570115,554,25,15,very_unsat,little,considering,4.46,LEAVE
zero,96644,260,39,336097,298,27,2,avg,little,considering,3.71,STAY
one,36163,58,0,207523,221,4,6,sat,little,perhaps,3.84,LEAVE
zero,25886,67,5,565825,223,3,4,very_unsat,very_high,considering,4.19,STAY
zero,25142,74,21,758087,152,4,4,sat,little,actively_looking_into_it,4.67,STAY
zero,20694,0,83,333783,140,1,2,very_sat,very_high,considering,5.77,STAY
zero,109051,55,34,170928,786,3,2,very_unsat,avg,actively_looking_into_it,6.09,LEAVE
one,155487,44,76,565505,584,3,1,unsat,little,perhaps,6.5,STAY
zero,116476,0,8,736395,582,5,4,very_unsat,little,actively_looking_into_it,5.17,STAY
zero,140422,54,5,441069,459,5,5,very_unsat,very_high,never_thought,3.52,STAY
zero,92642,247,0,643223,272,24,9,sat,very_little,actively_looking_into_it,7.8,STAY
zero,76072,51,6,277873,325,5,4,very_unsat,little,actively_looking_into_it,5.01,STAY
one,114465,150,0,402542,707,12,2,very_unsat,little,perhaps,4.54,STAY
one,130907,212,29,851500,755,26,2,sat,little,never_thought,4.55,LEAVE
zero,111869,61,6,260339,698,3,15,sat,little,perhaps,4.58,LEAVE
zero,95740,0,11,621039,805,0,6,avg,little,no,6.64,STAY
one,43377,0,86,643267,228,0,2,very_sat,very_high,no,7.75,STAY
one,72270,86,9,192353,271,5,2,unsat,little,no,3.49,STAY
one,89490,0,11,360971,374,1,6,unsat,little,actively_looking_into_it,6.3,LEAVE
zero,145778,240,0,201370,715,15,10,very_sat,very_high,actively_looking_into_it,2.95,LEAVE
zero,100999,181,0,597296,890,11,9,unsat,very_little,no,3.3,LEAVE
zero,151195,71,0,866065,881,5,13,unsat,little,no,5.44,STAY
one,90931,183,0,631580,257,10,12,sat,very_high,actively_looking_into_it,5.37,STAY
one,99393,201,0,478778,655,12,8,very_sat,very_little,perhaps,4.22,LEAVE
one,74741,0,0,733659,295,1,1,very_sat,very_little,actively_looking_into_it,4.11,STAY
zero,84024,44,0,956514,269,4,12,very_unsat,high,considering,6.41,LEAVE
one,73635,212,0,405242,298,24,12,very_unsat,very_little,considering,3.39,LEAVE
one,37292,0,18,290411,147,4,4,very_sat,very_high,considering,4.21,LEAVE
zero,21869,199,0,381427,131,26,12,very_sat,little,considering,2.56,LEAVE
zero,114019,30,0,179594,773,3,12,very_unsat,very_little,considering,4.56,LEAVE
one,88865,20,18,804550,368,4,6,very_unsat,little,no,7.01,STAY
zero,104013,0,57,390955,402,4,2,very_unsat,little,never_thought,6.99,LEAVE
zero,24160,188,0,297842,191,21,11,very_sat,very_high,considering,4.16,LEAVE
one,43343,220,80,156451,247,27,2,unsat,avg,actively_looking_into_it,2.56,LEAVE
zero,50063,211,0,699472,277,25,8,avg,little,actively_looking_into_it,6.25,LEAVE
one,52726,76,23,153440,297,3,4,unsat,very_high,considering,3.62,STAY
zero,87002,63,0,456326,304,5,5,unsat,very_high,never_thought,4.27,STAY
zero,135446,67,67,276629,500,4,1,very_unsat,little,actively_looking_into_it,6.56,LEAVE
one,80437,0,0,277047,264,19,15,very_sat,high,never_thought,2.38,LEAVE
zero,102537,0,46,608234,859,0,2,very_unsat,little,actively_looking_into_it,6.95,STAY
zero,80328,200,22,815981,134,21,6,unsat,little,considering,4.64,STAY
one,53261,0,8,454132,369,1,5,very_sat,little,no,3.19,STAY
zero,123782,75,64,180372,708,3,2,sat,little,actively_looking_into_it,7.55,LEAVE
one,69292,0,11,466705,338,1,5,very_unsat,little,actively_looking_into_it,5.32,LEAVE
zero,127845,0,0,588562,562,0,14,unsat,very_high,considering,2.91,LEAVE
one,22576,146,6,202055,891,24,10,very_unsat,very_little,considering,2.43,LEAVE
one,148541,28,28,244975,485,4,10,very_unsat,little,actively_looking_into_it,5.99,STAY
one,96526,63,77,519663,383,0,1,unsat,little,no,4.06,STAY
one,60633,70,21,388684,369,5,5,unsat,very_high,no,3.35,STAY
one,73239,0,0,909304,293,1,8,sat,little,no,5.9,STAY
zero,45167,239,12,867167,245,20,4,unsat,little,actively_looking_into_it,6.36,LEAVE
zero,48284,0,11,940936,166,0,6,very_unsat,high,considering,4.42,STAY
one,66657,60,24,833814,303,5,5,very_unsat,very_high,considering,3.94,LEAVE
one,70684,169,15,273671,316,0,4,unsat,very_little,actively_looking_into_it,4.13,LEAVE
one,100066,202,23,281549,875,29,4,avg,little,actively_looking_into_it,2.47,LEAVE
zero,79249,174,24,539467,281,27,4,very_sat,very_high,actively_looking_into_it,2.88,LEAVE
one,32009,44,13,358400,155,5,4,very_unsat,very_little,perhaps,3.47,STAY
one,61428,0,0,974981,339,0,12,sat,little,no,3.69,STAY
one,111562,80,46,231175,566,3,1,very_sat,little,actively_looking_into_it,6.25,LEAVE
one,136836,64,58,587454,574,3,1,very_sat,very_little,no,4.13,LEAVE
one,37258,89,0,206487,351,4,8,very_sat,very_little,never_thought,3.84,STAY
one,86047,0,23,724125,349,0,6,very_unsat,very_little,considering,6.47,STAY
zero,43035,173,8,874845,215,11,6,very_sat,little,considering,6.9,STAY
one,126884,50,0,220492,522,5,9,very_sat,little,never_thought,4,STAY
zero,32925,63,0,580428,213,5,14,very_unsat,little,never_thought,3.42,STAY
zero,132629,0,83,215783,466,1,2,very_unsat,very_little,never_thought,5.92,LEAVE
zero,24232,0,0,325134,241,1,15,very_unsat,avg,actively_looking_into_it,4.98,STAY
zero,25379,197,0,774068,217,28,14,unsat,very_high,considering,5.5,STAY
one,34927,92,53,949537,154,4,1,very_unsat,very_high,actively_looking_into_it,4.96,LEAVE
one,156013,44,31,563223,403,4,2,unsat,avg,never_thought,6.67,LEAVE
zero,68306,67,21,747703,371,5,5,unsat,little,actively_looking_into_it,6.19,STAY
one,92369,0,16,406043,223,5,4,unsat,little,no,4.01,STAY
zero,32453,0,89,438656,242,5,2,very_unsat,very_high,no,4.86,STAY
zero,31755,0,22,299616,237,1,5,very_sat,little,actively_looking_into_it,4.65,STAY
zero,154762,0,0,350373,440,1,13,avg,high,no,4.07,LEAVE
zero,129472,76,8,293415,665,5,4,very_sat,very_little,considering,3.58,LEAVE
one,52762,0,0,988584,341,1,12,unsat,very_little,considering,6.92,STAY
one,25769,74,32,630190,216,3,1,very_unsat,very_high,actively_looking_into_it,7.16,STAY
zero,74950,0,19,584372,269,1,5,very_unsat,very_high,considering,4.86,LEAVE
zero,77611,0,0,586488,376,1,13,unsat,little,considering,5.11,LEAVE
one,22159,165,0,453858,242,26,12,unsat,little,never_thought,4.28,LEAVE
zero,64224,168,70,866088,282,13,1,unsat,little,considering,7.35,STAY
one,21418,0,61,199809,181,1,1,unsat,high,no,7.01,STAY
zero,49377,196,0,734883,192,4,5,very_unsat,very_little,actively_looking_into_it,7.48,STAY
one,20875,200,56,754255,151,16,1,very_unsat,high,actively_looking_into_it,5.27,STAY
one,36885,0,32,445905,218,1,2,very_sat,little,actively_looking_into_it,6.82,STAY
zero,154605,204,0,608770,876,24,9,sat,very_high,no,4.06,STAY
zero,87988,45,17,171583,356,5,5,very_sat,very_little,actively_looking_into_it,4.24,LEAVE
one,140529,49,10,839244,880,3,10,unsat,little,no,6.52,STAY
one,21129,53,0,388762,193,3,13,unsat,very_high,actively_looking_into_it,4.28,STAY
zero,116004,201,83,905024,836,11,2,unsat,very_little,actively_looking_into_it,5.09,STAY
zero,138087,0,0,773442,735,0,5,sat,very_little,considering,2.72,LEAVE
one,126747,210,84,206922,525,19,1,very_unsat,little,perhaps,4.04,LEAVE
zero,97983,207,7,516443,342,11,4,avg,very_high,considering,1.13,LEAVE
one,58622,53,0,203095,313,5,8,very_unsat,little,no,2.76,LEAVE
zero,27176,0,22,679841,175,21,5,very_sat,very_high,considering,6.29,STAY
one,48212,170,7,170319,216,3,5,unsat,very_little,perhaps,2.93,LEAVE
one,92150,0,0,762341,307,0,8,very_unsat,high,never_thought,4.06,STAY
one,107678,73,42,331855,882,3,1,very_sat,little,actively_looking_into_it,5.49,STAY
zero,97642,0,51,264339,257,1,2,unsat,little,never_thought,3.51,LEAVE
one,118112,67,20,214062,870,1,5,very_sat,little,considering,3.87,LEAVE
one,42394,0,0,225708,161,4,13,avg,little,considering,5.99,STAY
zero,30137,0,11,226496,215,1,4,very_unsat,little,considering,6.08,STAY
one,79051,49,14,981772,380,4,6,unsat,little,perhaps,7.74,STAY
zero,45333,76,60,670224,196,4,2,very_unsat,little,no,5.47,STAY
zero,33899,0,0,967070,177,1,9,very_unsat,high,perhaps,5.97,STAY
one,115228,32,18,193405,849,4,4,unsat,avg,considering,5.32,LEAVE
zero,149042,198,11,467355,679,13,2,unsat,very_little,considering,3.23,STAY
one,31887,74,0,927450,212,5,10,sat,high,considering,6.32,STAY
zero,132612,111,5,185424,704,16,4,unsat,very_little,actively_looking_into_it,4.34,LEAVE
zero,121831,215,0,299441,412,13,14,sat,very_high,no,3.79,LEAVE
one,20081,0,0,387193,823,0,12,sat,little,considering,5.1,LEAVE
zero,23760,48,0,213575,155,3,9,very_unsat,very_little,considering,4.77,LEAVE
zero,114565,202,5,562257,409,5,1,very_unsat,little,no,4,LEAVE
one,91064,0,23,826740,271,0,5,very_unsat,little,considering,6.83,STAY
zero,23123,73,38,763421,194,3,2,very_unsat,very_high,actively_looking_into_it,7.66,STAY
one,69871,53,0,332765,254,5,9,avg,very_high,considering,3.78,LEAVE
zero,24277,0,0,451651,138,0,8,very_sat,very_high,considering,3.57,LEAVE
zero,146162,52,68,196508,834,17,1,sat,little,considering,5.18,LEAVE
zero,27190,177,42,301456,197,16,2,very_unsat,little,considering,2.29,LEAVE
one,23617,0,12,460234,133,0,5,very_unsat,little,considering,2.24,LEAVE
one,113209,61,10,260288,761,5,6,very_unsat,little,never_thought,3.22,STAY
zero,40074,59,78,242732,159,5,2,avg,very_little,considering,6.21,STAY
one,128588,65,0,621706,356,4,10,very_sat,very_high,no,3.63,STAY
zero,22278,0,5,595051,201,0,6,very_sat,very_high,considering,4.84,STAY
zero,131169,47,13,767738,758,4,4,very_unsat,little,considering,4.19,LEAVE
one,131634,66,0,970881,690,3,10,very_unsat,little,perhaps,4.35,STAY
one,86637,0,21,170288,360,0,4,very_sat,little,no,4.27,STAY
one,131953,216,34,247005,480,14,1,very_unsat,little,considering,5.52,LEAVE
one,130404,0,44,206435,147,0,2,unsat,little,considering,6.04,STAY
zero,64467,53,26,186513,398,4,1,very_unsat,little,no,6.33,STAY
one,86169,33,0,164372,253,1,15,very_unsat,very_little,perhaps,2.21,LEAVE
one,63697,0,34,228240,367,1,1,very_sat,very_little,considering,6.37,LEAVE
zero,73204,65,17,545152,286,5,5,very_unsat,very_little,no,3.02,LEAVE
one,85301,57,0,307312,358,3,14,unsat,very_little,actively_looking_into_it,4.32,LEAVE
one,66088,199,15,194058,246,10,5,sat,high,actively_looking_into_it,4.21,LEAVE
zero,37266,66,0,816115,229,4,13,very_sat,little,considering,6.37,STAY
one,49056,0,6,537995,197,0,6,unsat,very_high,actively_looking_into_it,5.46,STAY
zero,39519,54,0,313055,247,4,13,unsat,high,considering,5.69,STAY
one,29896,0,19,479759,165,1,4,very_sat,very_little,actively_looking_into_it,2.75,LEAVE
zero,29711,0,0,924817,232,0,10,avg,very_little,actively_looking_into_it,5.61,LEAVE
one,122879,168,11,190686,472,19,4,sat,little,actively_looking_into_it,1.72,LEAVE
one,99289,176,39,908571,260,10,1,very_unsat,high,considering,3.53,STAY
zero,156061,0,72,274129,179,5,1,unsat,little,considering,5.34,LEAVE
one,30391,0,0,170173,238,1,13,very_unsat,little,no,4.65,STAY
zero,42573,169,8,572215,233,20,5,avg,little,no,3.8,LEAVE
zero,57993,177,75,708749,352,13,1,very_unsat,very_high,considering,6.42,STAY
one,39913,52,23,558703,235,3,5,unsat,little,considering,5.43,STAY
one,72668,197,61,221115,347,20,1,very_unsat,high,never_thought,3.93,STAY
one,53502,48,0,800114,354,4,10,unsat,little,considering,6.76,STAY
one,157654,41,0,930953,878,5,13,avg,little,actively_looking_into_it,3.47,LEAVE
